section,scope,metric,june,july,status
factor_dist,OPEN,june_mean,-0.000000,,
factor_dist,OPEN,june_std,1.000000,,
factor_dist,OPEN,june_min,-2.174073,,
factor_dist,OPEN,june_p01,-2.173186,,
factor_dist,OPEN,june_p05,-1.401272,,
factor_dist,OPEN,june_p25,-0.642253,,
factor_dist,OPEN,june_median,-0.215206,,
factor_dist,OPEN,june_p75,0.592770,,
factor_dist,OPEN,june_p95,2.015682,,
factor_dist,OPEN,june_p99,2.578492,,
factor_dist,OPEN,june_max,2.578746,,
factor_dist,OPEN,june_skew,0.532293,,
factor_dist,OPEN,july_mean,-0.099393,,
factor_dist,OPEN,july_std,1.182385,,
factor_dist,OPEN,july_min,-2.174073,,
factor_dist,OPEN,july_p01,-2.174073,,
factor_dist,OPEN,july_p05,-2.174073,,
factor_dist,OPEN,july_p25,-0.884469,,
factor_dist,OPEN,july_median,-0.245357,,
factor_dist,OPEN,july_p75,0.562505,,
factor_dist,OPEN,july_p95,2.261206,,
factor_dist,OPEN,july_p99,2.578180,,
factor_dist,OPEN,july_max,2.578746,,
factor_dist,OPEN,july_skew,0.467841,,
factor_dist,DIVERGENCE,june_mean,0.000000,,
factor_dist,DIVERGENCE,june_std,1.000000,,
factor_dist,DIVERGENCE,june_min,-1.857486,,
factor_dist,DIVERGENCE,june_p01,-1.847760,,
factor_dist,DIVERGENCE,june_p05,-1.419012,,
factor_dist,DIVERGENCE,june_p25,-0.670106,,
factor_dist,DIVERGENCE,june_median,-0.154390,,
factor_dist,DIVERGENCE,june_p75,0.654246,,
factor_dist,DIVERGENCE,june_p95,1.843818,,
factor_dist,DIVERGENCE,june_p99,2.865870,,
factor_dist,DIVERGENCE,june_max,2.871334,,
factor_dist,DIVERGENCE,june_skew,0.640468,,
factor_dist,DIVERGENCE,july_mean,0.148813,,
factor_dist,DIVERGENCE,july_std,1.024557,,
factor_dist,DIVERGENCE,july_min,-1.857486,,
factor_dist,DIVERGENCE,july_p01,-1.857486,,
factor_dist,DIVERGENCE,july_p05,-1.326706,,
factor_dist,DIVERGENCE,july_p25,-0.659283,,
factor_dist,DIVERGENCE,july_median,0.103672,,
factor_dist,DIVERGENCE,july_p75,0.896378,,
factor_dist,DIVERGENCE,july_p95,1.940658,,
factor_dist,DIVERGENCE,july_p99,2.343102,,
factor_dist,DIVERGENCE,july_max,2.579906,,
factor_dist,DIVERGENCE,july_skew,0.209395,,
factor_dist,CLOSE_DAMAGE,june_mean,0.000000,,
factor_dist,CLOSE_DAMAGE,june_std,1.000000,,
factor_dist,CLOSE_DAMAGE,june_min,-2.141085,,
factor_dist,CLOSE_DAMAGE,june_p01,-1.846617,,
factor_dist,CLOSE_DAMAGE,june_p05,-1.410952,,
factor_dist,CLOSE_DAMAGE,june_p25,-0.725943,,
factor_dist,CLOSE_DAMAGE,june_median,-0.092093,,
factor_dist,CLOSE_DAMAGE,june_p75,0.693747,,
factor_dist,CLOSE_DAMAGE,june_p95,1.683305,,
factor_dist,CLOSE_DAMAGE,june_p99,2.258081,,
factor_dist,CLOSE_DAMAGE,june_max,2.667584,,
factor_dist,CLOSE_DAMAGE,june_skew,0.348975,,
factor_dist,CLOSE_DAMAGE,july_mean,0.232737,,
factor_dist,CLOSE_DAMAGE,july_std,1.015055,,
factor_dist,CLOSE_DAMAGE,july_min,-2.013363,,
factor_dist,CLOSE_DAMAGE,july_p01,-1.673083,,
factor_dist,CLOSE_DAMAGE,july_p05,-1.212993,,
factor_dist,CLOSE_DAMAGE,july_p25,-0.556220,,
factor_dist,CLOSE_DAMAGE,july_median,0.132838,,
factor_dist,CLOSE_DAMAGE,july_p75,0.873382,,
factor_dist,CLOSE_DAMAGE,july_p95,2.061283,,
factor_dist,CLOSE_DAMAGE,july_p99,2.460473,,
factor_dist,CLOSE_DAMAGE,july_max,2.537237,,
factor_dist,CLOSE_DAMAGE,july_skew,0.358751,,
factor_dist,SUPPLY,june_mean,-0.000000,,
factor_dist,SUPPLY,june_std,1.000000,,
factor_dist,SUPPLY,june_min,-2.014511,,
factor_dist,SUPPLY,june_p01,-2.014511,,
factor_dist,SUPPLY,june_p05,-1.657744,,
factor_dist,SUPPLY,june_p25,-0.620837,,
factor_dist,SUPPLY,june_median,-0.103709,,
factor_dist,SUPPLY,june_p75,0.562102,,
factor_dist,SUPPLY,june_p95,1.950154,,
factor_dist,SUPPLY,june_p99,2.303851,,
factor_dist,SUPPLY,june_max,2.330606,,
factor_dist,SUPPLY,june_skew,0.308780,,
factor_dist,SUPPLY,july_mean,0.104736,,
factor_dist,SUPPLY,july_std,1.110919,,
factor_dist,SUPPLY,july_min,-2.014511,,
factor_dist,SUPPLY,july_p01,-2.014511,,
factor_dist,SUPPLY,july_p05,-1.699303,,
factor_dist,SUPPLY,july_p25,-0.632459,,
factor_dist,SUPPLY,july_median,0.001707,,
factor_dist,SUPPLY,july_p75,0.783749,,
factor_dist,SUPPLY,july_p95,2.139538,,
factor_dist,SUPPLY,july_p99,2.330606,,
factor_dist,SUPPLY,july_max,2.330606,,
factor_dist,SUPPLY,july_skew,0.205356,,
factor_dist,RECLAIM,june_mean,0.000000,,
factor_dist,RECLAIM,june_std,1.000000,,
factor_dist,RECLAIM,june_min,-2.177251,,
factor_dist,RECLAIM,june_p01,-1.964899,,
factor_dist,RECLAIM,june_p05,-1.526098,,
factor_dist,RECLAIM,june_p25,-0.686376,,
factor_dist,RECLAIM,june_median,-0.106852,,
factor_dist,RECLAIM,june_p75,0.585296,,
factor_dist,RECLAIM,june_p95,1.680207,,
factor_dist,RECLAIM,june_p99,3.248319,,
factor_dist,RECLAIM,june_max,3.538350,,
factor_dist,RECLAIM,june_skew,0.709181,,
factor_dist,RECLAIM,july_mean,-0.223509,,
factor_dist,RECLAIM,july_std,0.976942,,
factor_dist,RECLAIM,july_min,-2.263723,,
factor_dist,RECLAIM,july_p01,-1.963946,,
factor_dist,RECLAIM,july_p05,-1.574382,,
factor_dist,RECLAIM,july_p25,-0.952350,,
factor_dist,RECLAIM,july_median,-0.334676,,
factor_dist,RECLAIM,july_p75,0.337762,,
factor_dist,RECLAIM,july_p95,1.618698,,
factor_dist,RECLAIM,july_p99,2.427952,,
factor_dist,RECLAIM,july_max,2.514460,,
factor_dist,RECLAIM,july_skew,0.549883,,
factor_dist,DIVERGENCE_SQ,june_mean,0.000000,,
factor_dist,DIVERGENCE_SQ,june_std,1.000000,,
factor_dist,DIVERGENCE_SQ,june_min,-0.667993,,
factor_dist,DIVERGENCE_SQ,june_p01,-0.667466,,
factor_dist,DIVERGENCE_SQ,june_p05,-0.664506,,
factor_dist,DIVERGENCE_SQ,june_p25,-0.596461,,
factor_dist,DIVERGENCE_SQ,june_median,-0.368058,,
factor_dist,DIVERGENCE_SQ,june_p75,0.258373,,
factor_dist,DIVERGENCE_SQ,june_p95,1.703451,,
factor_dist,DIVERGENCE_SQ,june_p99,4.818674,,
factor_dist,DIVERGENCE_SQ,june_max,4.839607,,
factor_dist,DIVERGENCE_SQ,june_skew,2.830467,,
factor_dist,DIVERGENCE_SQ,july_mean,0.048006,,
factor_dist,DIVERGENCE_SQ,july_std,0.860050,,
factor_dist,DIVERGENCE_SQ,july_min,-0.668031,,
factor_dist,DIVERGENCE_SQ,july_p01,-0.667561,,
factor_dist,DIVERGENCE_SQ,july_p05,-0.661025,,
factor_dist,DIVERGENCE_SQ,july_p25,-0.582432,,
factor_dist,DIVERGENCE_SQ,july_median,-0.277042,,
factor_dist,DIVERGENCE_SQ,july_p75,0.313852,,
factor_dist,DIVERGENCE_SQ,july_p95,1.847885,,
factor_dist,DIVERGENCE_SQ,july_p99,3.022632,,
factor_dist,DIVERGENCE_SQ,july_max,3.778340,,
factor_dist,DIVERGENCE_SQ,july_skew,1.864060,,
factor_dist,DIVERGENCE_X_RECLAIM,june_mean,0.000000,,
factor_dist,DIVERGENCE_X_RECLAIM,june_std,1.000000,,
factor_dist,DIVERGENCE_X_RECLAIM,june_min,-4.557176,,
factor_dist,DIVERGENCE_X_RECLAIM,june_p01,-2.101054,,
factor_dist,DIVERGENCE_X_RECLAIM,june_p05,-0.895971,,
factor_dist,DIVERGENCE_X_RECLAIM,june_p25,-0.318961,,
factor_dist,DIVERGENCE_X_RECLAIM,june_median,-0.113349,,
factor_dist,DIVERGENCE_X_RECLAIM,june_p75,0.165763,,
factor_dist,DIVERGENCE_X_RECLAIM,june_p95,0.955328,,
factor_dist,DIVERGENCE_X_RECLAIM,june_p99,4.725655,,
factor_dist,DIVERGENCE_X_RECLAIM,june_max,6.447152,,
factor_dist,DIVERGENCE_X_RECLAIM,june_skew,2.604678,,
factor_dist,DIVERGENCE_X_RECLAIM,july_mean,-0.043592,,
factor_dist,DIVERGENCE_X_RECLAIM,july_std,0.906489,,
factor_dist,DIVERGENCE_X_RECLAIM,july_min,-2.730329,,
factor_dist,DIVERGENCE_X_RECLAIM,july_p01,-2.047154,,
factor_dist,DIVERGENCE_X_RECLAIM,july_p05,-1.360012,,
factor_dist,DIVERGENCE_X_RECLAIM,july_p25,-0.342112,,
factor_dist,DIVERGENCE_X_RECLAIM,july_median,-0.112970,,
factor_dist,DIVERGENCE_X_RECLAIM,july_p75,0.310183,,
factor_dist,DIVERGENCE_X_RECLAIM,july_p95,1.140862,,
factor_dist,DIVERGENCE_X_RECLAIM,july_p99,3.361715,,
factor_dist,DIVERGENCE_X_RECLAIM,july_max,4.713029,,
factor_dist,DIVERGENCE_X_RECLAIM,july_skew,1.399200,,
factor_dist,DIVERGENCE_X_DAMAGE,june_mean,-0.000000,,
factor_dist,DIVERGENCE_X_DAMAGE,june_std,1.000000,,
factor_dist,DIVERGENCE_X_DAMAGE,june_min,-3.797496,,
factor_dist,DIVERGENCE_X_DAMAGE,june_p01,-2.178465,,
factor_dist,DIVERGENCE_X_DAMAGE,june_p05,-0.951160,,
factor_dist,DIVERGENCE_X_DAMAGE,june_p25,-0.380619,,
factor_dist,DIVERGENCE_X_DAMAGE,june_median,-0.155230,,
factor_dist,DIVERGENCE_X_DAMAGE,june_p75,0.246254,,
factor_dist,DIVERGENCE_X_DAMAGE,june_p95,1.398312,,
factor_dist,DIVERGENCE_X_DAMAGE,june_p99,4.442854,,
factor_dist,DIVERGENCE_X_DAMAGE,june_max,5.620476,,
factor_dist,DIVERGENCE_X_DAMAGE,june_skew,1.946826,,
factor_dist,DIVERGENCE_X_DAMAGE,july_mean,0.048401,,
factor_dist,DIVERGENCE_X_DAMAGE,july_std,1.035972,,
factor_dist,DIVERGENCE_X_DAMAGE,july_min,-2.139203,,
factor_dist,DIVERGENCE_X_DAMAGE,july_p01,-2.029505,,
factor_dist,DIVERGENCE_X_DAMAGE,july_p05,-1.236143,,
factor_dist,DIVERGENCE_X_DAMAGE,july_p25,-0.414927,,
factor_dist,DIVERGENCE_X_DAMAGE,july_median,-0.202938,,
factor_dist,DIVERGENCE_X_DAMAGE,july_p75,0.298851,,
factor_dist,DIVERGENCE_X_DAMAGE,july_p95,2.572355,,
factor_dist,DIVERGENCE_X_DAMAGE,july_p99,3.333551,,
factor_dist,DIVERGENCE_X_DAMAGE,july_max,3.468019,,
factor_dist,DIVERGENCE_X_DAMAGE,july_skew,1.376523,,
divergence_dist,DIVERGENCE,min,-1.857486,,NONLINEARITY_SUPPORT_OK
divergence_dist,DIVERGENCE,p05,-1.419012,,NONLINEARITY_SUPPORT_OK
divergence_dist,DIVERGENCE,p25,-0.670106,,NONLINEARITY_SUPPORT_OK
divergence_dist,DIVERGENCE,median,-0.154390,,NONLINEARITY_SUPPORT_OK
divergence_dist,DIVERGENCE,p75,0.654246,,NONLINEARITY_SUPPORT_OK
divergence_dist,DIVERGENCE,p95,1.843818,,NONLINEARITY_SUPPORT_OK
divergence_dist,DIVERGENCE,max,2.871334,,NONLINEARITY_SUPPORT_OK
divergence_dist,DIVERGENCE,p95_minus_p05,3.262830,,NONLINEARITY_SUPPORT_OK
shift,OPEN,smd,-0.090770,,
shift,OPEN,ks,0.124566,,
shift,DIVERGENCE,smd,0.146998,,
shift,DIVERGENCE,ks,0.118967,,
shift,CLOSE_DAMAGE,smd,0.230992,,
shift,CLOSE_DAMAGE,ks,0.122579,,
shift,SUPPLY,smd,0.099096,,
shift,SUPPLY,ks,0.077384,,
shift,RECLAIM,smd,-0.226100,,
shift,RECLAIM,ks,0.136741,,
shift,DIVERGENCE_SQ,smd,0.051473,,
shift,DIVERGENCE_SQ,ks,0.123808,,
shift,DIVERGENCE_X_RECLAIM,smd,-0.045675,,
shift,DIVERGENCE_X_RECLAIM,ks,0.085477,,
shift,DIVERGENCE_X_DAMAGE,smd,0.047539,,
shift,DIVERGENCE_X_DAMAGE,ks,0.091582,,
derived_tail,DIVERGENCE_SQ,june_min,-0.667993,,
derived_tail,DIVERGENCE_SQ,june_p01,-0.667466,,
derived_tail,DIVERGENCE_SQ,june_p05,-0.664506,,
derived_tail,DIVERGENCE_SQ,june_p25,-0.596461,,
derived_tail,DIVERGENCE_SQ,june_median,-0.368058,,
derived_tail,DIVERGENCE_SQ,june_p75,0.258373,,
derived_tail,DIVERGENCE_SQ,june_p95,1.703451,,
derived_tail,DIVERGENCE_SQ,june_p99,4.818674,,
derived_tail,DIVERGENCE_SQ,june_max,4.839607,,
derived_tail,DIVERGENCE_SQ,june_mean,0.000000,,
derived_tail,DIVERGENCE_SQ,june_std,1.000000,,
derived_tail,DIVERGENCE_SQ,june_skew,2.830467,,
derived_tail,DIVERGENCE_SQ,july_min,-0.668031,,
derived_tail,DIVERGENCE_SQ,july_p01,-0.667561,,
derived_tail,DIVERGENCE_SQ,july_p05,-0.661025,,
derived_tail,DIVERGENCE_SQ,july_p25,-0.582432,,
derived_tail,DIVERGENCE_SQ,july_median,-0.277042,,
derived_tail,DIVERGENCE_SQ,july_p75,0.313852,,
derived_tail,DIVERGENCE_SQ,july_p95,1.847885,,
derived_tail,DIVERGENCE_SQ,july_p99,3.022632,,
derived_tail,DIVERGENCE_SQ,july_max,3.778340,,
derived_tail,DIVERGENCE_SQ,july_mean,0.048006,,
derived_tail,DIVERGENCE_SQ,july_std,0.860050,,
derived_tail,DIVERGENCE_SQ,july_skew,1.864060,,
derived_tail,DIVERGENCE_X_RECLAIM,june_min,-4.557176,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,june_p01,-2.101054,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,june_p05,-0.895971,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,june_p25,-0.318961,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,june_median,-0.113349,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,june_p75,0.165763,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,june_p95,0.955328,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,june_p99,4.725655,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,june_max,6.447152,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,june_mean,0.000000,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,june_std,1.000000,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,june_skew,2.604678,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,july_min,-2.730329,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,july_p01,-2.047154,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,july_p05,-1.360012,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,july_p25,-0.342112,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,july_median,-0.112970,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,july_p75,0.310183,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,july_p95,1.140862,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,july_p99,3.361715,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,july_max,4.713029,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,july_mean,-0.043592,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,july_std,0.906489,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_RECLAIM,july_skew,1.399200,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,june_min,-3.797496,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,june_p01,-2.178465,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,june_p05,-0.951160,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,june_p25,-0.380619,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,june_median,-0.155230,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,june_p75,0.246254,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,june_p95,1.398312,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,june_p99,4.442854,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,june_max,5.620476,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,june_mean,-0.000000,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,june_std,1.000000,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,june_skew,1.946826,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,july_min,-2.139203,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,july_p01,-2.029505,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,july_p05,-1.236143,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,july_p25,-0.414927,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,july_median,-0.202938,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,july_p75,0.298851,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,july_p95,2.572355,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,july_p99,3.333551,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,july_max,3.468019,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,july_mean,0.048401,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,july_std,1.035972,,DERIVED_TAIL_WATCH
derived_tail,DIVERGENCE_X_DAMAGE,july_skew,1.376523,,DERIVED_TAIL_WATCH
sensitivity_primitive,break_volume_ratio_vs_board_days,june_n,173.000000,,
sensitivity_primitive,break_volume_ratio_vs_board_days,june_missing,0.000000,,
sensitivity_primitive,break_volume_ratio_vs_board_days,june_unique,173.000000,,
sensitivity_primitive,break_volume_ratio_vs_board_days,june_min,0.767225,,
sensitivity_primitive,break_volume_ratio_vs_board_days,june_median,1.788413,,
sensitivity_primitive,break_volume_ratio_vs_board_days,june_max,32.941427,,
sensitivity_primitive,break_volume_ratio_vs_board_days,july_n,160.000000,,
sensitivity_primitive,break_volume_ratio_vs_board_days,july_missing,0.000000,,
sensitivity_primitive,break_volume_ratio_vs_board_days,july_unique,160.000000,,
sensitivity_primitive,break_volume_ratio_vs_board_days,july_min,0.085182,,
sensitivity_primitive,break_volume_ratio_vs_board_days,july_median,1.948650,,
sensitivity_primitive,break_volume_ratio_vs_board_days,july_max,13.097617,,
