event_id,code,signal_date,stage_group,sample_role_v022,expected_d2_date,expected_d3_date,label_d2_date,label_d3_date,daily_label_source_d2,daily_label_source_d3,daily_label_cache_path,daily_label_cache_mtime,daily_label_cache_sha256,d2_open_daily,d3_high_daily,d3_close_daily,daily_label_quality_ok,daily_label_quality_reason,target_training_eligible,tail_training_eligible,section,count
603636_2026-05-11,603636,2026-05-13,post,SENSITIVITY_MAY_COMPLETE,2026-05-14,2026-05-15,2026-05-14,2026-05-15,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603636_daily.pkl,2026-06-29 13:46:44,141b897083a409456c355d9ed9a3da63887c468c8a2de48c081d28cb1c83c94e,11.5,11.79,11.1,True,ok,True,True,per_row,
000029_2026-05-13,000029,2026-05-14,post,SENSITIVITY_MAY_COMPLETE,2026-05-15,2026-05-18,2026-05-15,2026-05-18,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\000029_daily.pkl,2026-06-29 13:39:33,b77fe7d36bc76c759934f017909c67c9d3b8355b31a36185d463814ccf0c7a84,28.29,30.59,29.82,True,ok,True,True,per_row,
002030_2026-05-12,002030,2026-05-14,post,SENSITIVITY_MAY_COMPLETE,2026-05-15,2026-05-18,2026-05-15,2026-05-18,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002030_daily.pkl,2026-06-30 14:50:44,9d426f7c837383becc5221792c70547412db1a4d58ffc4540a0546b9d4ac244f,6.33,6.64,6.64,True,ok,True,True,per_row,
600748_2026-05-12,600748,2026-05-14,post,AUDIT_ONLY_MAY_INCOMPLETE,2026-05-15,2026-05-18,2026-05-15,2026-05-18,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600748_daily.pkl,2026-06-30 14:35:02,3bcb4f76bba46d1e4f0487363930374df22e189d4b6b55ba15f41e9eb8cccba6,5.53,,,False,d3_high_invalid(2026-05-18)|d3_close_invalid(2026-05-18),False,False,per_row,
603070_2026-05-14,603070,2026-05-14,d0,SENSITIVITY_MAY_COMPLETE,2026-05-15,2026-05-18,2026-05-15,2026-05-18,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603070_daily.pkl,2026-06-29 13:33:06,927a79beb0130e11e57663c43f1187cc290608b35ae241a996112f84187aeed6,16.1,17.2,16.63,True,ok,True,True,per_row,
000029_2026-05-13,000029,2026-05-15,post,SENSITIVITY_MAY_COMPLETE,2026-05-18,2026-05-19,2026-05-18,2026-05-19,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\000029_daily.pkl,2026-06-29 13:39:33,b77fe7d36bc76c759934f017909c67c9d3b8355b31a36185d463814ccf0c7a84,28.97,31.11,29.42,True,ok,True,True,per_row,
002782_2026-05-15,002782,2026-05-15,d0,SENSITIVITY_MAY_COMPLETE,2026-05-18,2026-05-19,2026-05-18,2026-05-19,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002782_daily.pkl,2026-06-29 14:13:15,aa7455abd8d7889a5c5ce314d128e8d0300afe090c764b2c1e4af26a47a61776,25.43,27.59,27.59,True,ok,True,True,per_row,
603052_2026-05-15,603052,2026-05-15,d0,SENSITIVITY_MAY_COMPLETE,2026-05-18,2026-05-19,2026-05-18,2026-05-19,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603052_daily.pkl,2026-06-29 14:06:23,7475523c2553eceff6581976463735c76f08eff975293e519dea3ee7a17465e0,110.0,106.53,104.5,True,ok,True,True,per_row,
603070_2026-05-14,603070,2026-05-15,post,SENSITIVITY_MAY_COMPLETE,2026-05-18,2026-05-19,2026-05-18,2026-05-19,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603070_daily.pkl,2026-06-29 13:33:06,927a79beb0130e11e57663c43f1187cc290608b35ae241a996112f84187aeed6,16.1,16.94,16.41,True,ok,True,True,per_row,
603093_2026-05-15,603093,2026-05-15,d0,SENSITIVITY_MAY_COMPLETE,2026-05-18,2026-05-19,2026-05-18,2026-05-19,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603093_daily.pkl,2026-06-29 14:06:28,f749771b7c459b73f2394ab0bebf97eb2bc1e370c14fd7ef12275439b331f1aa,22.45,24.61,23.33,True,ok,True,True,per_row,
000601_2026-05-14,000601,2026-05-18,post,SENSITIVITY_MAY_COMPLETE,2026-05-19,2026-05-20,2026-05-19,2026-05-20,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\000601_daily.pkl,2026-08-03 22:45:30,f795729f97b9f299bb38b8ecd07285f15a7156e098c3672fbf72d2ab2934a7a5,7.68,7.97,7.24,True,ok,True,True,per_row,
000925_2026-05-14,000925,2026-05-18,post,SENSITIVITY_MAY_COMPLETE,2026-05-19,2026-05-20,2026-05-19,2026-05-20,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\000925_daily.pkl,2026-06-29 14:42:21,df1e131d939e2fda61fa3aa2138532251c9988137a86bc6414198c5eb51c41b6,8.99,8.92,8.6,True,ok,True,True,per_row,
001210_2026-05-15,001210,2026-05-18,post,SENSITIVITY_MAY_COMPLETE,2026-05-19,2026-05-20,2026-05-19,2026-05-20,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\001210_daily.pkl,2026-07-02 23:09:12,28468a6a1e0d1bf204a4ddbe08ba68de7558bec39f5c3d41c08b9e58d079661c,28.82,31.35,31.05,True,ok,True,True,per_row,
002782_2026-05-15,002782,2026-05-18,post,SENSITIVITY_MAY_COMPLETE,2026-05-19,2026-05-20,2026-05-19,2026-05-20,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002782_daily.pkl,2026-06-29 14:13:15,aa7455abd8d7889a5c5ce314d128e8d0300afe090c764b2c1e4af26a47a61776,25.0,30.35,30.35,True,ok,True,True,per_row,
002971_2026-05-18,002971,2026-05-18,d0,SENSITIVITY_MAY_COMPLETE,2026-05-19,2026-05-20,2026-05-19,2026-05-20,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002971_daily.pkl,2026-08-03 22:45:54,3367cc9bda17ae50764f8bf51008189097df8393062e393b45efce30fbbe4f28,37.93,39.7,37.8,True,ok,True,True,per_row,
600156_2026-05-15,600156,2026-05-18,post,SENSITIVITY_MAY_COMPLETE,2026-05-19,2026-05-20,2026-05-19,2026-05-20,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600156_daily.pkl,2026-07-06 21:57:08,3d6f1e53b11b98c0ecf23fefbb932ec62dd0ebc0db5dcc48e54e6b23dfb036c3,13.12,12.68,11.85,True,ok,True,True,per_row,
603007_2026-05-15,603007,2026-05-18,post,SENSITIVITY_MAY_COMPLETE,2026-05-19,2026-05-20,2026-05-19,2026-05-20,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603007_daily.pkl,2026-06-29 14:06:20,d2c6bb7945d1bee41826c67590a78b7e4a7bc1f5a588086a7bc10de37c32616d,7.99,8.44,7.5,True,ok,True,True,per_row,
603052_2026-05-15,603052,2026-05-18,post,SENSITIVITY_MAY_COMPLETE,2026-05-19,2026-05-20,2026-05-19,2026-05-20,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603052_daily.pkl,2026-06-29 14:06:23,7475523c2553eceff6581976463735c76f08eff975293e519dea3ee7a17465e0,103.0,103.44,102.39,True,ok,True,True,per_row,
603070_2026-05-14,603070,2026-05-18,post,SENSITIVITY_MAY_COMPLETE,2026-05-19,2026-05-20,2026-05-19,2026-05-20,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603070_daily.pkl,2026-06-29 13:33:06,927a79beb0130e11e57663c43f1187cc290608b35ae241a996112f84187aeed6,16.68,16.46,16.12,True,ok,True,True,per_row,
603093_2026-05-15,603093,2026-05-18,post,SENSITIVITY_MAY_COMPLETE,2026-05-19,2026-05-20,2026-05-19,2026-05-20,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603093_daily.pkl,2026-06-29 14:06:28,f749771b7c459b73f2394ab0bebf97eb2bc1e370c14fd7ef12275439b331f1aa,23.78,23.66,22.86,True,ok,True,True,per_row,
603203_2026-05-14,603203,2026-05-18,post,SENSITIVITY_MAY_COMPLETE,2026-05-19,2026-05-20,2026-05-19,2026-05-20,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603203_daily.pkl,2026-06-29 13:35:59,19715fefdabc541dcd849caadcc81017339615913628725af2c0d513e09b0c5d,56.55,64.32,62.42,True,ok,True,True,per_row,
001210_2026-05-15,001210,2026-05-19,post,SENSITIVITY_MAY_COMPLETE,2026-05-20,2026-05-21,2026-05-20,2026-05-21,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\001210_daily.pkl,2026-07-02 23:09:12,28468a6a1e0d1bf204a4ddbe08ba68de7558bec39f5c3d41c08b9e58d079661c,29.8,30.81,29.3,True,ok,True,True,per_row,
002971_2026-05-18,002971,2026-05-19,post,SENSITIVITY_MAY_COMPLETE,2026-05-20,2026-05-21,2026-05-20,2026-05-21,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002971_daily.pkl,2026-08-03 22:45:54,3367cc9bda17ae50764f8bf51008189097df8393062e393b45efce30fbbe4f28,39.21,38.04,34.7,True,ok,True,True,per_row,
600156_2026-05-15,600156,2026-05-19,post,SENSITIVITY_MAY_COMPLETE,2026-05-20,2026-05-21,2026-05-20,2026-05-21,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600156_daily.pkl,2026-07-06 21:57:08,3d6f1e53b11b98c0ecf23fefbb932ec62dd0ebc0db5dcc48e54e6b23dfb036c3,12.66,13.04,13.04,True,ok,True,True,per_row,
601133_2026-05-19,601133,2026-05-19,d0,SENSITIVITY_MAY_COMPLETE,2026-05-20,2026-05-21,2026-05-20,2026-05-21,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\601133_daily.pkl,2026-08-03 22:46:08,8c2bcddc99edaa72b19188187f33cc4248e7f03e784db230afae0ad780b40683,29.95,35.66,33.13,True,ok,True,True,per_row,
603007_2026-05-15,603007,2026-05-19,post,SENSITIVITY_MAY_COMPLETE,2026-05-20,2026-05-21,2026-05-20,2026-05-21,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603007_daily.pkl,2026-06-29 14:06:20,d2c6bb7945d1bee41826c67590a78b7e4a7bc1f5a588086a7bc10de37c32616d,8.33,7.72,6.9,True,ok,True,True,per_row,
603052_2026-05-15,603052,2026-05-19,post,SENSITIVITY_MAY_COMPLETE,2026-05-20,2026-05-21,2026-05-20,2026-05-21,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603052_daily.pkl,2026-06-29 14:06:23,7475523c2553eceff6581976463735c76f08eff975293e519dea3ee7a17465e0,102.16,104.9,94.18,True,ok,True,True,per_row,
603093_2026-05-15,603093,2026-05-19,post,SENSITIVITY_MAY_COMPLETE,2026-05-20,2026-05-21,2026-05-20,2026-05-21,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603093_daily.pkl,2026-06-29 14:06:28,f749771b7c459b73f2394ab0bebf97eb2bc1e370c14fd7ef12275439b331f1aa,23.3,23.95,22.04,True,ok,True,True,per_row,
002971_2026-05-18,002971,2026-05-20,post,SENSITIVITY_MAY_COMPLETE,2026-05-21,2026-05-22,2026-05-21,2026-05-22,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002971_daily.pkl,2026-08-03 22:45:54,3367cc9bda17ae50764f8bf51008189097df8393062e393b45efce30fbbe4f28,37.75,35.03,33.94,True,ok,True,True,per_row,
600758_2026-05-20,600758,2026-05-20,d0,SENSITIVITY_MAY_COMPLETE,2026-05-21,2026-05-22,2026-05-21,2026-05-22,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600758_daily.pkl,2026-06-30 17:29:12,6dc8dd1575801335a3123c471fafae23e6bb8de8f343f73e55166d0cb382f821,4.76,4.84,4.66,True,ok,True,True,per_row,
600903_2026-05-20,600903,2026-05-20,d0,SENSITIVITY_MAY_COMPLETE,2026-05-21,2026-05-22,2026-05-21,2026-05-22,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600903_daily.pkl,2026-07-14 21:20:09,a3295fdb3768c3fd32192a8344a2703645f15f43c5648196ff03fef0775bbaff,9.29,10.64,10.42,True,ok,True,True,per_row,
603206_2026-05-20,603206,2026-05-20,d0,SENSITIVITY_MAY_COMPLETE,2026-05-21,2026-05-22,2026-05-21,2026-05-22,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\603206_daily.pkl,2026-06-29 13:36:00,aaaa1f62c190ad4589a71794bb5d4242bb8e76632fa1c178eaac796e06d83efb,19.47,19.39,19.04,True,ok,True,True,per_row,
605218_2026-05-20,605218,2026-05-20,d0,SENSITIVITY_MAY_COMPLETE,2026-05-21,2026-05-22,2026-05-21,2026-05-22,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\605218_daily.pkl,2026-06-30 14:51:40,f55bace48da660ef25b22337c272416d3f5b331f10f54118c414d3d5b3f36559,21.34,20.91,20.3,True,ok,True,True,per_row,
002782_2026-05-21,002782,2026-05-21,d0,SENSITIVITY_MAY_COMPLETE,2026-05-22,2026-05-25,2026-05-22,2026-05-25,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\002782_daily.pkl,2026-06-29 14:13:15,aa7455abd8d7889a5c5ce314d128e8d0300afe090c764b2c1e4af26a47a61776,28.75,29.89,28.31,True,ok,True,True,per_row,
600563_2026-05-21,600563,2026-05-21,d0,SENSITIVITY_MAY_COMPLETE,2026-05-22,2026-05-25,2026-05-22,2026-05-25,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600563_daily.pkl,2026-06-29 14:06:07,cdf99affb310ea81b8bc413dc71d8f71f43c37aaf2fb593c8f077cd0972e3f27,160.0,176.58,172.43,True,ok,True,True,per_row,
600758_2026-05-20,600758,2026-05-21,post,SENSITIVITY_MAY_COMPLETE,2026-05-22,2026-05-25,2026-05-22,2026-05-25,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600758_daily.pkl,2026-06-30 17:29:12,6dc8dd1575801335a3123c471fafae23e6bb8de8f343f73e55166d0cb382f821,4.69,4.95,4.69,True,ok,True,True,per_row,
600903_2026-05-20,600903,2026-05-21,post,SENSITIVITY_MAY_COMPLETE,2026-05-22,2026-05-25,2026-05-22,2026-05-25,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\600903_daily.pkl,2026-07-14 21:20:09,a3295fdb3768c3fd32192a8344a2703645f15f43c5648196ff03fef0775bbaff,9.65,10.35,9.9,True,ok,True,True,per_row,
601133_2026-05-19,601133,2026-05-21,post,SENSITIVITY_MAY_COMPLETE,2026-05-22,2026-05-25,2026-05-22,2026-05-25,expected_date_daily_cache,expected_date_daily_cache,F:\fenqixuangu\data\cache\daily\601133_daily.pkl,2026-08-03 22:46:08,8c2bcddc99edaa72b19188187f33cc4248e7f03e784db230afae0ad780b40683,33.35,34.93,33.7,True,ok,True,True,per_row,
