code,trade_date,source_a,source_b,open_a,open_b,high_a,high_b,low_a,low_b,close_a,close_b,volume_a,volume_b,amount_a,amount_b,price_fields_equal,target7_would_differ,tail_loss_would_differ,recommended_authoritative_source,recommendation_reason
000090,2026-06-02,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,3.79,3.79,3.83,3.83,3.66,3.66,3.7,3.7,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600936,2026-06-08,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,5.7,5.7,5.87,5.87,5.5,5.5,5.58,5.58,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600936,2026-06-08,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,5.7,5.7,5.87,5.87,5.5,5.5,5.58,5.58,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600936,2026-06-08,PRIMARY_DAILY_CACHE,PRIMARY_DAILY_CACHE,5.7,5.7,5.87,5.87,5.5,5.5,5.58,5.58,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600936,2026-06-08,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,5.7,5.7,5.87,5.87,5.5,5.5,5.58,5.58,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600936,2026-06-08,ALTERNATIVE_DAILY_CACHE,PRIMARY_DAILY_CACHE,5.7,5.7,5.87,5.87,5.5,5.5,5.58,5.58,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600936,2026-06-08,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,5.7,5.7,5.87,5.87,5.5,5.5,5.58,5.58,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600936,2026-06-08,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,5.7,5.7,5.87,5.87,5.5,5.5,5.58,5.58,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
000055,2026-06-09,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,3.68,3.68,3.75,3.75,3.51,3.51,3.7,3.7,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600439,2026-06-08,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,2.64,2.64,2.73,2.73,2.54,2.54,2.57,2.57,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600439,2026-06-08,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,2.64,2.64,2.73,2.73,2.54,2.54,2.57,2.57,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600439,2026-06-08,ALTERNATIVE_DAILY_CACHE,OFFICIAL_DAILY_REPORT,2.64,2.64,2.73,2.73,2.54,2.54,2.57,2.57,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600439,2026-06-09,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,2.61,2.61,2.61,2.61,2.42,2.42,2.48,2.48,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600439,2026-06-09,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,2.61,2.61,2.61,2.61,2.42,2.42,2.48,2.48,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600439,2026-06-09,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,2.61,2.61,2.61,2.61,2.42,2.42,2.48,2.48,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600688,2026-06-08,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,3.31,3.31,3.48,3.48,3.25,3.25,3.28,3.28,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600688,2026-06-08,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,3.31,3.31,3.48,3.48,3.25,3.25,3.28,3.28,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600688,2026-06-08,ALTERNATIVE_DAILY_CACHE,OFFICIAL_DAILY_REPORT,3.31,3.31,3.48,3.48,3.25,3.25,3.28,3.28,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600688,2026-06-09,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,3.32,3.32,3.32,3.32,3.06,3.06,3.15,3.15,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600688,2026-06-09,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,3.32,3.32,3.32,3.32,3.06,3.06,3.15,3.15,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600688,2026-06-09,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,3.32,3.32,3.32,3.32,3.06,3.06,3.15,3.15,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600936,2026-06-09,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,5.7,5.7,5.81,5.81,5.41,5.41,5.51,5.51,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600936,2026-06-09,PRIMARY_DAILY_CACHE,PRIMARY_DAILY_CACHE,5.7,5.7,5.81,5.81,5.41,5.41,5.51,5.51,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600936,2026-06-09,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,5.7,5.7,5.81,5.81,5.41,5.41,5.51,5.51,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600936,2026-06-09,ALTERNATIVE_DAILY_CACHE,PRIMARY_DAILY_CACHE,5.7,5.7,5.81,5.81,5.41,5.41,5.51,5.51,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600936,2026-06-09,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,5.7,5.7,5.81,5.81,5.41,5.41,5.51,5.51,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600936,2026-06-09,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,5.7,5.7,5.81,5.81,5.41,5.41,5.51,5.51,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600439,2026-06-10,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,2.45,2.45,2.5,2.5,2.32,2.32,2.35,2.35,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600688,2026-06-10,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,3.13,3.13,3.16,3.16,2.94,2.94,2.99,2.99,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
001296,2026-06-26,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,20.7,20.7,20.71,20.71,19.42,19.42,19.61,19.61,,,,,True,,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
000783,2026-06-29,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,9.77,9.77,9.98,9.98,9.27,9.27,9.45,9.45,,,,,True,,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
002254,2026-06-29,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,19.25,19.25,19.4,19.4,17.5,17.5,17.97,17.97,,,,,True,,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
002990,2026-06-29,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,75.13,75.13,76.78,76.78,72.0,72.0,74.2,74.2,,,,,True,,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600141,2026-06-29,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,49.8,49.8,50.78,50.78,45.6,45.6,47.88,47.88,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600141,2026-06-29,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,49.8,49.8,50.78,50.78,45.6,45.6,47.88,47.88,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600141,2026-06-29,ALTERNATIVE_DAILY_CACHE,OFFICIAL_DAILY_REPORT,49.8,49.8,50.78,50.78,45.6,45.6,47.88,47.88,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600141,2026-06-30,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,46.5,46.5,47.6,47.6,44.6,44.6,46.97,46.97,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600141,2026-06-30,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,46.5,46.5,47.6,47.6,44.6,44.6,46.97,46.97,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600141,2026-06-30,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,46.5,46.5,47.6,47.6,44.6,44.6,46.97,46.97,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600322,2026-06-29,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,2.67,2.67,2.73,2.73,2.53,2.53,2.6,2.59,,,,,False,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600322,2026-06-30,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,2.62,2.62,2.76,2.76,2.55,2.55,2.74,2.74,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600400,2026-06-29,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,3.23,3.23,3.32,3.32,3.08,3.08,3.1,3.11,,,,,False,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600400,2026-06-30,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,3.1,3.1,3.41,3.41,2.99,2.99,3.29,3.29,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600851,2026-06-29,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,8.19,8.19,9.44,9.44,8.08,8.08,8.87,8.88,,,,,False,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600851,2026-06-30,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,8.75,8.75,9.03,9.03,8.42,8.42,9.01,9.01,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
601869,2026-06-29,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,543.0,543.0,549.19,549.19,490.0,490.0,530.03,527.1,,,,,False,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
601869,2026-06-30,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,540.0,540.0,549.9,549.9,522.69,522.69,545.9,545.9,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603938,2026-06-29,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,76.49,76.49,81.82,81.82,70.31,70.31,72.31,74.98,,,,,False,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
603938,2026-06-30,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,73.91,73.91,73.97,73.97,67.6,67.6,71.65,71.65,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
605580,2026-06-29,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,28.36,28.36,29.25,29.25,26.83,26.83,27.55,27.55,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
605580,2026-06-30,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,27.4,27.4,28.24,28.24,26.36,26.36,27.61,27.61,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
000823,2026-06-30,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,25.83,25.83,26.23,26.23,24.15,24.15,25.65,25.65,,,,,True,,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
002965,2026-06-30,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,49.52,49.52,52.18,52.18,47.95,47.95,50.95,50.95,,,,,True,,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600141,2026-07-01,ALTERNATIVE_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,46.37,46.37,49.37,49.37,44.81,44.81,45.67,45.67,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
001331,2026-07-06,PRIMARY_DAILY_CACHE,PRIMARY_DAILY_CACHE,62.86,62.86,66.34,66.34,59.9,59.9,66.17,66.17,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
001331,2026-07-06,PRIMARY_DAILY_CACHE,PRIMARY_DAILY_CACHE,62.86,62.86,66.34,66.34,59.9,59.9,66.17,66.17,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
001331,2026-07-06,PRIMARY_DAILY_CACHE,PRIMARY_DAILY_CACHE,62.86,62.86,66.34,66.34,59.9,59.9,66.17,66.17,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
002053,2026-07-03,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,9.8,9.8,10.04,10.04,9.53,9.53,9.57,9.57,,,,,True,,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
002180,2026-07-03,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,16.38,16.38,17.04,17.04,16.23,16.23,16.37,16.37,,,,,True,,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
002638,2026-07-03,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,4.18,4.18,4.22,4.22,4.01,4.01,4.01,4.01,,,,,True,,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
002738,2026-07-03,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,66.05,66.05,67.44,67.44,62.3,62.3,64.26,64.26,,,,,True,,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
003043,2026-07-03,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,102.0,102.0,103.88,103.88,94.0,94.0,100.07,100.07,,,,,True,,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600363,2026-07-03,PRIMARY_DAILY_CACHE,ALTERNATIVE_DAILY_CACHE,35.8,35.8,37.2,37.2,35.41,35.41,36.81,36.81,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600363,2026-07-03,PRIMARY_DAILY_CACHE,OFFICIAL_DAILY_REPORT,35.8,35.8,37.2,37.2,35.41,35.41,36.81,36.81,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
600363,2026-07-03,ALTERNATIVE_DAILY_CACHE,OFFICIAL_DAILY_REPORT,35.8,35.8,37.2,37.2,35.41,35.41,36.81,36.81,,,,,True,False,,PRIMARY_DAILY_CACHE,主日线缓存为 loader 实际读取路径 (data/cache/daily); 冲突仅记录不合并
